Days,c,g1,kxmax,p50,L,ps
102,0.013404169771704215,0.21680441036637121,0.004985858236450106,0.398623158056599,0.21381497399827631,0.22582795814361453
103,0.01879372490591675,0.21131081809346486,0.01720592428193864,0.3879054595952124,0.12965413049648492,0.2115983197287713
104,0.014142269402191921,0.21545852709067154,0.006434888804254601,0.3966016535285199,0.1971473114110808,0.21818891825720135
105,0.011238992703109213,0.22281104555098677,0.0003420951307633399,0.4406722988381958,0.313970563234697,0.3448784272550597
106,0.014104925053122217,0.21554149805794032,0.006362497951422312,0.39649379530594236,0.19782047731888197,0.218468936362205
107,0.014843261127285802,0.21496774805636834,0.007838425731543742,0.3926194944690728,0.18270043176795048,0.21365311630059247
108,0.011214635482205765,0.22012445624756943,0.0003386321436305854,0.43840449502507955,0.31343082645843545,0.34420101577504597
109,0.013000679206524056,0.20842438728688792,0.004336961786917483,0.40949363193591326,0.22603681171850376,0.2322315753786025
110,0.01392727454394838,0.21592702716739193,0.006020426577850768,0.3960373878650553,0.2011097793209229,0.219893788643314
111,0.015034712801770227,0.2146022255500157,0.008229160387921604,0.393275295957945,0.17978274681824183,0.2128041951893055
112,0.024452702623809625,0.2051165370473907,0.03525166556106834,0.38615865617753886,0.08725395681584434,0.24198603076615974
113,0.017129628023658094,0.21317785472509157,0.012622995294529094,0.3891233814919441,0.14995775911112658,0.209290391982991
114,0.01353395818544961,0.2164986384550997,0.005228950717716566,0.39879359353635796,0.21103585933028637,0.22432513788799713
115,0.017534046708370794,0.2124459944335436,0.013617881958349821,0.39100457135216643,0.14571442695532474,0.20932642491739145
116,0.013851988053592947,0.21609889767827303,0.00587647061395294,0.39585193305912486,0.20254173592769545,0.22054340173476375
117,0.014718118517828149,0.21521613035530066,0.007585721825898714,0.39220051966847697,0.18466385926906023,0.21426481204460848
118,0.019551356655034394,0.21075059707925653,0.019449105432516826,0.3866911854957314,0.12166404887188491,0.21404022201959438
119,0.013325030139898697,0.21703114512884591,0.004838115900619484,0.39847759859343207,0.21553437009238322,0.226794098963635
120,0.012579254856324554,0.21235444715084714,0.0036200766023491556,0.41245855748069615,0.23701447575785967,0.23942841525756786
121,0.01945356337629272,0.20986166785073798,0.019119654292755948,0.39117967468456527,0.12418730693199626,0.21305960904752153
122,0.024935628548343546,0.20016527049266078,0.03902338685986164,0.3925854279571316,0.08333429163695505,0.24718524826378105
123,0.024495796634349493,0.20160196728140167,0.036990621314766194,0.3919789872577196,0.08608627001744391,0.24318210765064122
124,0.01818936349239468,0.2115629976228145,0.015199081166974281,0.39180803582565826,0.13889873903489192,0.2099295643307416
125,0.015403274274168717,0.19835873787284172,0.010107256720082477,0.40835638063429375,0.17010737969656933,0.2114631123229137
126,0.01733177590375687,0.21281410765186726,0.013115806949845559,0.390055912019328,0.14780850003637944,0.2092829124238632
127,0.019583257058829677,0.21026846601654442,0.019581467698558553,0.3885441305184794,0.12185648113761692,0.21391693189254662
128,0.02449848013508452,0.2058534151486613,0.03503315407702304,0.3847982193495433,0.08726802628738836,0.24216030848034464
129,0.027627597879734952,0.20228966167089243,0.04603584763258929,0.3772976556183744,0.07154167745558673,0.27048458313751955
130,0.02923365271525118,0.19908422368963374,0.052654679077524455,0.3727497196368315,0.06400455686848508,0.2888478832280603
131,0.027295905541355883,0.20231593824736505,0.045013396156775354,0.3789029679024734,0.07298806244077911,0.26728420859682206
132,0.028102666499092453,0.20001568851466514,0.04866764121556318,0.37783897443021586,0.0688637183234156,0.2764265083084062
133,0.029281384001916343,0.19811319426147542,0.05331695526245815,0.37358083135845493,0.06354705959729892,0.2900105520156721
134,0.023461852469169663,0.20845967114686023,0.03092101335877403,0.38318227076151934,0.09368981509382306,0.23438746697632
135,0.02837588074860312,0.19886684689320003,0.05011248803178342,0.377797500252097,0.06739934409663832,0.2799015379014712
136,0.02982196378867701,0.20211830606208986,0.052896037052277044,0.3660319404524512,0.06253386912284273,0.29324453972603576
137,0.03159741277774916,0.19820903411650936,0.06050954911978541,0.359892497552762,0.0550336557857055,0.31653054538890374
138,0.029613563665939282,0.2007728962848974,0.05294955775594865,0.36869627506853453,0.0629781515651971,0.29185921791186725
139,0.014325840357540446,0.1978874227676603,0.007638693909391011,0.4032240274467478,0.1869975436277895,0.2159326148784828
140,0.014019539908185373,0.2157289586112584,0.006197707772824443,0.39626247501982725,0.1993821371464856,0.21913383621821753
141,0.017611329129628414,0.2123054041202859,0.013812386468006274,0.39136988864772876,0.1449271734906301,0.20935589361586024
142,0.023342204564293447,0.20539829561629935,0.03183517129597115,0.3891423211754387,0.09362429136726173,0.23390558510452586
143,0.025241757476441487,0.20334919093249568,0.038377239884564304,0.3863734508449153,0.08276376034862369,0.24867859286988436
144,0.029391231263486497,0.19569502602338557,0.05495041116295422,0.3756143328764022,0.06244640466717806,0.29288316691176686
145,0.029624517365351093,0.19656775254574782,0.05520874220891941,0.3732672448189301,0.06178640087679631,0.2948632694946626
146,0.03111813713413171,0.19205405541489387,0.06230226353275416,0.368313165094505,0.05509765596746842,0.315783253755677
147,0.02909251237772593,0.19998917688831713,0.051741745921010905,0.37249051907963615,0.0648144236112409,0.28674641116800187
148,0.02125151352273943,0.2092406825363463,0.024424143804654058,0.3863013081349661,0.10792706608717803,0.2212962345637772
149,0.018842633007489618,0.2112982492738478,0.01733566332270698,0.3880045864464552,0.12923071974908582,0.21166505342230885
150,0.017146329882731206,0.2131496636762408,0.012663784344297777,0.38919862540490785,0.1497756639090196,0.2092875370268718
151,0.024940389912182944,0.2057939698870164,0.036321490516503664,0.3835295423779296,0.08503470471970472,0.24556026127706232
152,0.013354306733896914,0.2169610957424308,0.004892674707928596,0.39850446409854007,0.21488483100227357,0.22642629255300764
153,0.012739795010720817,0.2104121040613949,0.004063205856053797,0.4103074112237128,0.22969240078415837,0.23446565336974848
154,0.021946016562342678,0.2097197727080489,0.026175336392367604,0.38411447137533894,0.10332585728691458,0.22509068418271808
155,0.021307263039222202,0.20983729315185964,0.02438466502814227,0.38497698582289397,0.10764969641529085,0.22167561785813283
156,0.012069876055389547,0.2136444401874588,0.0018816358816670764,0.41876261823461003,0.2705663005501103,0.27059337295420516
157,0.012675126675992698,0.2123919784893922,0.003781585189732251,0.4121940696850372,0.23453718359526826,0.23776475917618695
158,0.026345728850590017,0.19992522796881862,0.043369790594115123,0.3870757185496162,0.0764989290831776,0.25954261716973803
159,0.013656058362819508,0.21620959180279908,0.005459241803067552,0.3990084111591609,0.2085069205785116,0.22301894884768084
160,0.014783824956284558,0.2150859657296082,0.007718148256810247,0.39241755692767016,0.18362648581947705,0.21393751622787244
161,0.018221343957637408,0.2119621369982363,0.015479224895659451,0.38824703375861996,0.1364568448388225,0.21019751924429292
162,0.01397666399880052,0.21582193925277135,0.006115222946507131,0.39615404051469383,0.20017950321596995,0.21948140566945226
163,0.012557398731547488,0.2118930639091262,0.0035377517305987998,0.4129349565332568,0.23860690930650286,0.2403566470848128
164,0.01165826774158076,0.21607336564172863,0.0010522829607558164,0.42643034213306324,0.291001693712854,0.2986497688010861
165,0.022715523062122184,0.206109487895291,0.029699323180359068,0.38952615240534166,0.09761324693683926,0.22965798908240997
166,0.025670401436162293,0.20305640425574265,0.03977686209315838,0.3852730663518055,0.08061630067203289,0.25234730751540624
167,0.030624412220328995,0.20002708112145232,0.05649860984843574,0.36380823084791647,0.05896251374438359,0.30369192157628183
168,0.03273116699575363,0.19914246970114965,0.06356594452224072,0.3522261291687874,0.05145837019504163,0.3296528257959697
169,0.032504203155182335,0.1956253492962059,0.06471540706091239,0.35647810332121616,0.051337204204174855,0.3298416406893083
170,0.020967005392657598,0.21030535924455138,0.023317676789274537,0.3845227942476927,0.11012903378211229,0.22003344512434028
171,0.015308500231810187,0.21460682298223058,0.008773963181374555,0.3915275386407735,0.17485366687645906,0.21180149025119396
172,0.013528307278059717,0.21651770529938508,0.005218403035040678,0.3987750809589671,0.21115002631770102,0.22438571979882455
173,0.019410851108813586,0.21031801473220052,0.019041546654520878,0.38929705591241726,0.123824808930131,0.2132135408498601
174,0.027525176749589205,0.2007539838494663,0.04651437876667042,0.37989585349571275,0.07152965740527117,0.2702787899115632
175,0.02508016777354,0.20688545292822813,0.036205276335079875,0.38136226762581943,0.08469778146648452,0.24636509788169247
176,0.03137865398189845,0.19443716153829452,0.061833244731234555,0.36457687930703203,0.05481742080912314,0.31696043309851657
177,0.025565634873647436,0.20629897662396487,0.03788705215745959,0.38058954270155126,0.08214448863254374,0.25040695761342086
178,0.026784126357401003,0.20163633669908138,0.043811576504255066,0.38238028666494417,0.07504742404117191,0.26280068907486964
179,0.029091319731386997,0.19417497954824678,0.0548379419096618,0.37910132959649434,0.06319031988081328,0.2906332650036683
180,0.03152101858712622,0.19162124243368267,0.06379678548055595,0.36607742909447083,0.053600422419785285,0.32108283598755266
181,0.032752072317175446,0.19400658072823865,0.06634876602278547,0.3561412721059267,0.05013712170047722,0.334404281428932
182,0.033805392092593596,0.1937961442387343,0.06971699348329942,0.3493240426733328,0.04680549162823723,0.34820734643272844
