c,p50,param,ps
0.0034896077433040993,0.4142945330042047,0.07847814283633606,0.2161498578463026
0.0036610499198821583,0.41105745088949824,0.08474389128845107,0.217334632131802
0.0036383463909298,0.4114637681610726,0.08441534472600398,0.21762581657067845
0.005415987214404154,0.4017989277620147,0.09229933091077158,0.21938073203795447
0.0020116419498254334,0.37096599218906173,0.13247858939163173,0.2077487545911791
0.003329695512194079,0.3865912311215439,0.10873204388469149,0.21212819053481605
0.00333222864204023,0.4117065801266033,0.08503174283635784,0.21773749258688274
0.0005711065404878391,0.3674364508626201,0.133598768047043,0.2057915936004296
-0.005991323344900492,0.26568409162900153,0.2315927310119927,0.16657078894822802
0.004861378582935978,0.40141251643954745,0.09317092314119424,0.21772761734525622
0.0025471202934336475,0.39578702333608395,0.09675756231515546,0.21390681855241697
-0.0008927368971939799,0.376188734153564,0.12308165556840507,0.21150234883715957
0.0037617607179863386,0.4105876108227442,0.08519277858220324,0.21653240237134236
0.0026003309912700267,0.4303296121175391,0.06799215958252924,0.21831223721934787
0.005537478918566508,0.43774531817719253,0.05977729732435518,0.21646678396802108
0.0036502234938171475,0.411304118928346,0.08458788257216392,0.21748035952130812
0.003761023138493193,0.41060711336162015,0.08518038869061725,0.21654400393272824
0.008658023556605084,0.44396532649244924,0.05797149301234102,0.21782731301970149
0.01302928772988403,0.447543841696285,0.0581722376580323,0.21561493270176305
0.011922437535163087,0.4464936638478663,0.057562509697665874,0.2150949941055174
0.003774953895353355,0.43722245135066096,0.0629998190822687,0.2158029778982976
0.004127416083634094,0.40356063344355364,0.0905084422063515,0.21989815850119013
0.004417450528086318,0.4087599575555054,0.08687690016612416,0.22263130639621573
0.004388256994563202,0.4066226030052729,0.0886650349193655,0.22222187506146776
-0.005731332328905692,0.2587921288184795,0.24528353778946171,0.1659108270972815
0.002060315191053908,0.3898744551629867,0.10385559166216848,0.2113763232926801
-0.002324973472636571,0.38293378224985014,0.1166714201062737,0.21141182348585003
0.004339124000159502,0.4082593151840741,0.08846196052077572,0.22369145082141845
0.004977212630363386,0.403481247070719,0.09139187460984069,0.2203317955122616
0.0036444917596257023,0.41143453661105356,0.08450545085745977,0.21755740069234628
0.005463625253354798,0.4025229475513748,0.0925748748800353,0.21922191727984
0.004004910751837612,0.40872588458849246,0.08877229840197061,0.22433000666760433
0.0004420064745886938,0.3667122579865646,0.13413996338861567,0.20522238040322843
-0.00048621061574516416,0.37598876838798656,0.12580552912438983,0.21138942919339518
0.004376247498412642,0.4083691250608281,0.08712396733863327,0.2197289930720888
-0.0011055703220800449,0.3727292928496204,0.12978895260911794,0.210314713055513
0.0023365281130079112,0.433792762744897,0.06622139882141156,0.21899597506122107
0.012834949367879664,0.44677706768482867,0.057621309702565175,0.21447771512617078
0.0032432677581137916,0.41199517996151985,0.08395145558761201,0.21778510029120438
-0.0013306915064337564,0.37812792169419135,0.12033990508392278,0.21250078790125088
-0.0003363863536977666,0.32580444489848176,0.16946555970903374,0.1932825002894957
0.004390870043354372,0.40114167708131243,0.09309450127565011,0.2174105307786921
0.0023843405857502096,0.36070085134540597,0.1417737563419797,0.20618855494064117
0.004174894099558184,0.4180288136407305,0.07927661726551677,0.2170176728942638
0.0043394400974939235,0.4082523415070822,0.08846644128750528,0.2236874204898854
0.004112346854654262,0.39964560122724463,0.09243135375670863,0.21700754110470388
-0.0011787482370902028,0.31539868522237763,0.1732020429030739,0.18671287072684428
0.0015070692826806263,0.2845973742735223,0.21519223166768098,0.17471822184133562
-0.0024777171628359335,0.299296226873031,0.19014369835985834,0.18030877198499012
0.002652474974310219,0.37095333072813,0.13273908948897678,0.20787030361641579
-8.215565133684096e-05,0.37606609409842323,0.12402690444092931,0.21163017916148502
0.0013229081092035356,0.34435169252278686,0.15348014072901525,0.20131980284140158
0.0004426486671368916,0.3666920148868953,0.13415555459995815,0.20521042845853335
-0.001222996690461477,0.3784094032592791,0.12028837448457012,0.21302757852743515
0.002544759922619713,0.39812536888057465,0.09140369375373712,0.21609755914336123
0.004275531745264996,0.35652585754317895,0.15049475543342813,0.20543651237722124
-0.0056951233094187734,0.25962590690766,0.24446611506367785,0.16646214225563818
0.002741429136845474,0.286382053069348,0.21484598704646707,0.17552846845743472
-0.0003504987444441288,0.32621987049523443,0.16903478388979992,0.19353537502630724
0.0040629233747566055,0.40652321107053635,0.08916237530132802,0.222026768403575
-0.005628146550518974,0.26665894892671915,0.23011959780886204,0.1699109413056923
-0.0015354608249149146,0.19752010404424913,0.32994329193798944,0.13069974244126228
0.0032955052314778623,0.413305793394973,0.08001536734304934,0.21619523003870958
0.004245238785199842,0.3557575732063908,0.1495787347861932,0.20613923194927045
0.00134278553358838,0.3594747728456585,0.13898876671981839,0.20484090022162843
0.0023925214835107274,0.39518297206470687,0.09771932047128219,0.2138739134147231
0.0033846021182055365,0.3992431523384458,0.09344765901856408,0.21707475583482422
0.00442018924921565,0.40869882306040994,0.08691591605962812,0.22259595946625343
0.0037672949456814407,0.4108290369496033,0.08506581131256907,0.2167307937617779
0.004402291910109811,0.4097214991853331,0.08737310476711944,0.21952576476364538
