b,c,g1,kxmax,p50
0.008153409854347496,0.046246969220855715,0.07721405753127406,0.10047072299667846,0.13523642875320266
0.01155955845584369,0.07559785467635018,0.07719965865941177,0.12740671191337458,0.15426659493456452
0.029487173338786893,0.03674553603128004,0.07083014716592807,0.10132707167373253,0.13819493370441205
0.0360689727978433,0.04745578523675659,0.06244245058622148,0.13762793731703166,0.1459600930944254
0.024104191932296806,0.0359844569648191,0.06268949161576114,0.10754257700056553,0.11467201307392107
0.011792461653163947,0.05165412798147538,0.07466240725553853,0.11567563820074625,0.13836662036234126
0.02667979836606684,0.07389004514401444,0.07832392855015012,0.11923616616910174,0.1525391026209121
0.04315810909915056,0.06595568100519476,0.11360761367429348,0.13366582768127994,0.16169228376894237
0.03297962242214114,0.046891245099080874,0.06571299559284682,0.11893069244902178,0.14393789097598103
0.0530648336806797,0.06145255903887991,0.09187019691991648,0.12380850997974364,0.15112176144439718
0.030367203254146796,0.04958265020291182,0.09847934854661891,0.1159618356481823,0.14676404405445345
0.03177483897674547,0.04167271048403604,0.07255699758347188,0.10782316597070124,0.15545670550484605
0.03934780273071322,0.06524697350314979,0.08195365513013003,0.12306352808455186,0.13399776509018646
0.008528780979682711,0.028604740721585968,0.04816254934111156,0.10156559200463751,0.12829290637535606
0.013952536061682692,0.04651217035128071,0.07426255400250621,0.08634142697450574,0.1306538166938825
0.04079524861218549,0.06646110953864902,0.07121313857155791,0.1264924893888731,0.13256002408817555
0.0008597932517300438,0.02273372871812651,0.02708961519240749,0.056250177171825996,0.09182657663133348
0.032168677994941504,0.07627604663656685,0.09996677859471514,0.12632415588356888,0.1830000383984718
0.007056078661059434,0.037024277401007055,0.06318767020925913,0.08855551333315186,0.13934763018235602
0.024181955014843784,0.02806595701869425,0.05287880025968579,0.09300260433058087,0.10872965260383748
0.018650907339546118,0.03276985001262809,0.05360263078943152,0.08932323071341725,0.11328492943608241
-0.00040877108630814796,0.03499907044437902,0.04629145723589667,0.07903001567704145,0.10073935626752135
0.024455050262135906,0.06792614534294966,0.07135714689890263,0.11670481125084818,0.14310452539964405
0.03911877119328582,0.03262254748377376,0.08104906193369155,0.11833126189831729,0.15616419908140663
0.02370910823555946,0.042401460751297734,0.06430538186838541,0.11063070800138168,0.1331901333524305
0.01913295751007066,0.03609840173734414,0.09579774249753395,0.1441947581914396,0.16739290181505725
0.040139504425533115,0.03155718478795176,0.09432949471572338,0.1379737870679143,0.17427220513684902
0.014218654323972651,0.03816011140897323,0.06587528764927797,0.10374319423070927,0.11233861539570367
0.02148568581243917,0.0621888292992637,0.08252099405500231,0.12073426470606426,0.12820644701580736
0.03072345622054163,0.05681040521123687,0.08385522085277372,0.13962176744377475,0.16560548355255558
0.02168401806213626,0.030102113120006206,0.04407539018905019,0.09083718798280149,0.12627208675575383
0.026068994878780744,0.03561550256968063,0.0684758113682098,0.11006969623664882,0.1336006357081063
0.041310050254695266,0.05161749182765344,0.07807522627048225,0.11244653114192811,0.14512908899261875
0.01128144484391942,0.05107670383481164,0.07947510128082137,0.11853244927982348,0.14497142971693233
0.034797739007085195,0.04606819866204193,0.05768580991731817,0.12757479606511046,0.11658720823974242
0.05043394485853961,0.037112177564958056,0.09604245455332482,0.1494211094553518,0.16979570638266459
0.03714635930035436,0.05975787462818931,0.09393257033069333,0.14894396718048178,0.1577664661573055
0.004282102975995144,0.03661582825011842,0.08035554884528154,0.0989715403337961,0.13486610054876091
0.030251315373924538,0.03802514578679921,0.08229779152165456,0.13418845910098104,0.15199427400138757
0.05760206456015286,0.03568354512814999,0.07249017654581592,0.1246165527336154,0.15367554586517965
0.0386565081994164,0.043891406975862475,0.08944898873183176,0.1557077607716449,0.1778918821458867
0.011097437456308645,0.03116212632674557,0.044723430888587476,0.08097433914430488,0.12192255069328914
0.015069155002527465,0.014481605606687244,0.041085642233987585,0.10443778964119346,0.1306012142801923
0.019523729386872943,0.0568421569672408,0.09571534475661407,0.1574428109141731,0.1548021198360468
0.02059622587425168,0.040491493294772196,0.07876150681218007,0.11492079269129839,0.15267297487043097
0.016884625224296953,0.02460441229217931,0.05353027376763857,0.09256634649169868,0.12352043856270108
0.03581518293639658,0.03689599856611923,0.07764179649731405,0.09663813333443834,0.13579909587780445
0.02026586008530809,0.04045040566823566,0.06386030130307553,0.10754251490269202,0.14787767948260175
0.05412688871481508,0.05818807838667141,0.05946434456208219,0.1379497799837517,0.160209317737309
